                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   2486,                0.19932,                0.19414,                0.88727,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075408,              0.0075408,              0.0075408
                   2487,                0.19006,                0.18299,                0.88025,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075399,              0.0075399,              0.0075399
                   2488,                0.18682,                 0.1716,                0.89074,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075389,              0.0075389,              0.0075389
                   2489,                 0.2149,                  0.188,                  0.889,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075379,              0.0075379,              0.0075379
                   2490,                0.21135,                0.20876,                0.88719,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075369,              0.0075369,              0.0075369
                   2491,                0.19542,                0.19009,                0.88178,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075359,              0.0075359,              0.0075359
                   2492,                0.20475,                0.18286,                0.89212,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075349,              0.0075349,              0.0075349
                   2493,                0.22895,                0.20446,                0.90388,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075339,              0.0075339,              0.0075339
                   2494,                0.19945,                0.18552,                0.89419,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075329,              0.0075329,              0.0075329
                   2495,                0.20654,                0.19446,                0.90892,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075319,              0.0075319,              0.0075319
                   2496,                0.19631,                 0.1778,                0.89791,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075309,              0.0075309,              0.0075309
                   2497,                 0.1875,                0.18757,                0.89654,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075299,              0.0075299,              0.0075299
                   2498,                0.22059,                0.19205,                0.90474,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007529,               0.007529,               0.007529
                   2499,                0.20061,                0.18472,                0.90123,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007528,               0.007528,               0.007528
                   2500,                 0.2073,                0.19604,                0.90764,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007527,               0.007527,               0.007527
                   2501,                0.18392,                0.18063,                0.88117,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007526,               0.007526,               0.007526
                   2502,                 0.2033,                0.19915,                0.89073,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007525,               0.007525,               0.007525
                   2503,                0.19848,                0.19858,                0.89247,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007524,               0.007524,               0.007524
                   2504,                0.19831,                0.18714,                0.89841,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007523,               0.007523,               0.007523
                   2505,                0.19225,                0.18785,                0.87909,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007522,               0.007522,               0.007522
                   2506,                0.20213,                0.18087,                0.91226,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007521,               0.007521,               0.007521
                   2507,                0.19696,                0.18679,                0.88772,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075201,              0.0075201,              0.0075201
                   2508,                0.18759,                 0.1894,                0.89168,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075191,              0.0075191,              0.0075191
                   2509,                0.20362,                0.18144,                0.88593,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075181,              0.0075181,              0.0075181
                   2510,                0.20226,                0.19051,                0.89717,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075171,              0.0075171,              0.0075171
                   2511,                0.21089,                0.19463,                0.90665,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075161,              0.0075161,              0.0075161
                   2512,                0.20114,                0.19341,                0.89832,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075151,              0.0075151,              0.0075151
                   2513,                0.21812,                 0.1974,                0.90928,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075141,              0.0075141,              0.0075141
                   2514,                0.19769,                0.18779,                0.88622,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075131,              0.0075131,              0.0075131
                   2515,                 0.2122,                0.18835,                0.90265,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075121,              0.0075121,              0.0075121
                   2516,                0.20505,                0.18865,                0.89942,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075111,              0.0075111,              0.0075111
                   2517,                0.20427,                0.18304,                0.89866,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075102,              0.0075102,              0.0075102
                   2518,                 0.2053,                0.18473,                0.88683,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075092,              0.0075092,              0.0075092
                   2519,                0.22922,                0.20701,                0.91458,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075082,              0.0075082,              0.0075082
                   2520,                0.21432,                0.19441,                0.90192,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075072,              0.0075072,              0.0075072
                   2521,                0.20058,                0.19023,                0.88274,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075062,              0.0075062,              0.0075062
                   2522,                0.19845,                0.18402,                0.88884,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075052,              0.0075052,              0.0075052
                   2523,                0.21275,                0.19247,                 0.8854,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075042,              0.0075042,              0.0075042
                   2524,                0.19687,                0.17708,                0.88226,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075032,              0.0075032,              0.0075032
                   2525,                0.19926,                0.18425,                0.88514,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075022,              0.0075022,              0.0075022
                   2526,                0.19097,                0.18069,                0.89191,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075012,              0.0075012,              0.0075012
                   2527,                0.20245,                0.19291,                0.89495,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075003,              0.0075003,              0.0075003
                   2528,                0.19001,                0.17597,                0.89658,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074993,              0.0074993,              0.0074993
                   2529,                0.21037,                0.19038,                0.90482,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074983,              0.0074983,              0.0074983
                   2530,                0.20441,                 0.1959,                0.89884,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074973,              0.0074973,              0.0074973
                   2531,                0.21604,                0.18874,                0.91048,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074963,              0.0074963,              0.0074963
                   2532,                0.19886,                0.17835,                0.88583,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074953,              0.0074953,              0.0074953
                   2533,                0.21877,                0.20544,                0.89306,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074943,              0.0074943,              0.0074943
                   2534,                0.19497,                0.18806,                 0.9016,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074933,              0.0074933,              0.0074933
                   2535,                0.20193,                0.17791,                0.87753,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074923,              0.0074923,              0.0074923
                   2536,                0.20248,                0.18907,                 0.9012,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074913,              0.0074913,              0.0074913
                   2537,                0.19363,                0.18523,                0.89447,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074903,              0.0074903,              0.0074903
                   2538,                0.20415,                0.17945,                0.89705,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074894,              0.0074894,              0.0074894
                   2539,                0.19064,                0.18168,                0.89588,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074884,              0.0074884,              0.0074884
                   2540,                0.19153,                0.18592,                0.90838,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074874,              0.0074874,              0.0074874
                   2541,                0.19263,                0.19575,                0.89251,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074864,              0.0074864,              0.0074864
                   2542,                0.18922,                0.17938,                0.89439,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074854,              0.0074854,              0.0074854
                   2543,                 0.1932,                0.18546,                0.89854,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074844,              0.0074844,              0.0074844
                   2544,                0.19089,                  0.187,                0.89432,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074834,              0.0074834,              0.0074834
                   2545,                0.19887,                0.18397,                 0.8892,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074824,              0.0074824,              0.0074824
                   2546,                0.19679,                0.19379,                0.90088,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074814,              0.0074814,              0.0074814
                   2547,                0.20948,                0.19697,                0.89719,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074805,              0.0074805,              0.0074805
                   2548,                0.19498,                0.16855,                0.88702,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074795,              0.0074795,              0.0074795
                   2549,                0.21896,                0.17719,                0.92129,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074785,              0.0074785,              0.0074785
                   2550,                0.20799,                0.19353,                0.88745,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074775,              0.0074775,              0.0074775
                   2551,                0.20326,                0.17861,                0.90253,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074765,              0.0074765,              0.0074765
                   2552,                0.20055,                0.19395,                0.89547,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074755,              0.0074755,              0.0074755
                   2553,                0.19639,                0.17852,                0.89795,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074745,              0.0074745,              0.0074745
                   2554,                0.20696,                0.19438,                0.90346,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074735,              0.0074735,              0.0074735
                   2555,                0.19091,                0.16943,                  0.888,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074725,              0.0074725,              0.0074725
                   2556,                0.20544,                0.18176,                0.89256,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074715,              0.0074715,              0.0074715
                   2557,                 0.2121,                0.20444,                0.88647,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074705,              0.0074705,              0.0074705
                   2558,                0.20989,                0.19678,                0.88742,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074696,              0.0074696,              0.0074696
                   2559,                0.20816,                 0.1895,                 0.8915,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074686,              0.0074686,              0.0074686
                   2560,                0.20453,                0.18083,                0.90575,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074676,              0.0074676,              0.0074676
                   2561,                0.21425,                0.19381,                0.90019,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074666,              0.0074666,              0.0074666
                   2562,                0.20268,                0.19911,                0.90227,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074656,              0.0074656,              0.0074656
                   2563,                0.18721,                0.17386,                0.89119,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074646,              0.0074646,              0.0074646
                   2564,                0.17651,                0.16643,                0.89009,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074636,              0.0074636,              0.0074636
                   2565,                 0.1953,                0.18491,                0.89963,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074626,              0.0074626,              0.0074626
                   2566,                0.20414,                0.18163,                0.87952,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074616,              0.0074616,              0.0074616
                   2567,                0.21052,                 0.2158,                 0.9058,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074607,              0.0074607,              0.0074607
                   2568,                0.19831,                0.19259,                0.89006,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074597,              0.0074597,              0.0074597
                   2569,                0.20181,                0.18574,                0.89412,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074587,              0.0074587,              0.0074587
                   2570,                0.22004,                0.19949,                0.89355,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074577,              0.0074577,              0.0074577
                   2571,                0.21211,                0.18858,                0.88917,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074567,              0.0074567,              0.0074567
                   2572,                0.19496,                0.17374,                0.89062,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074557,              0.0074557,              0.0074557
                   2573,                 0.1991,                0.18136,                0.89886,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074547,              0.0074547,              0.0074547
                   2574,                0.20412,                 0.1858,                0.88751,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074537,              0.0074537,              0.0074537
                   2575,                0.20004,                0.18705,                0.89745,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074527,              0.0074527,              0.0074527
                   2576,                 0.2166,                0.20641,                0.90252,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074517,              0.0074517,              0.0074517
                   2577,                0.20711,                0.17995,                0.88898,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074507,              0.0074507,              0.0074507
                   2578,                0.19899,                0.18621,                0.88941,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074498,              0.0074498,              0.0074498
                   2579,                 0.1986,                0.18336,                0.88615,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074488,              0.0074488,              0.0074488
                   2580,                 0.2011,                0.18269,                0.88288,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074478,              0.0074478,              0.0074478
                   2581,                 0.1933,                0.19659,                0.87591,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074468,              0.0074468,              0.0074468
                   2582,                0.20528,                0.19481,                0.89154,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074458,              0.0074458,              0.0074458
                   2583,                0.20031,                0.19835,                0.89563,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074448,              0.0074448,              0.0074448
                   2584,                0.20741,                0.18845,                0.88764,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074438,              0.0074438,              0.0074438
                   2585,                0.20524,                0.19469,                0.88437,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074428,              0.0074428,              0.0074428
                   2586,                0.19719,                0.19075,                0.88991,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074418,              0.0074418,              0.0074418
                   2587,                0.21285,                0.19943,                 0.8999,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074408,              0.0074408,              0.0074408
                   2588,                0.18222,                0.17857,                 0.8844,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074399,              0.0074399,              0.0074399
                   2589,                0.21761,                0.18656,                0.90353,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074389,              0.0074389,              0.0074389
                   2590,                0.20627,                0.19049,                0.89567,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074379,              0.0074379,              0.0074379
                   2591,                0.20524,                0.18562,                0.89099,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074369,              0.0074369,              0.0074369
                   2592,                 0.1948,                 0.1827,                0.90115,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074359,              0.0074359,              0.0074359
                   2593,                0.20947,                0.21898,                0.90427,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074349,              0.0074349,              0.0074349
                   2594,                0.21199,                 0.1857,                0.88829,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074339,              0.0074339,              0.0074339
                   2595,                0.20263,                0.18058,                0.89023,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074329,              0.0074329,              0.0074329
                   2596,                0.20838,                0.19928,                0.90156,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074319,              0.0074319,              0.0074319
                   2597,                0.19447,                0.17672,                0.90744,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074309,              0.0074309,              0.0074309
                   2598,                0.20441,                0.18798,                0.89334,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00743,                0.00743,                0.00743
                   2599,                0.20915,                0.19492,                0.89287,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007429,               0.007429,               0.007429
                   2600,                0.19932,                0.18346,                0.89784,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007428,               0.007428,               0.007428
                   2601,                0.20457,                 0.1911,                0.88837,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007427,               0.007427,               0.007427
                   2602,                0.21333,                0.21222,                0.89056,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007426,               0.007426,               0.007426
                   2603,                0.20388,                0.19716,                0.89041,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007425,               0.007425,               0.007425
                   2604,                0.19489,                0.18547,                0.88912,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007424,               0.007424,               0.007424
                   2605,                 0.1896,                0.17623,                0.88556,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007423,               0.007423,               0.007423
                   2606,                0.20981,                0.19113,                0.91295,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.007422,               0.007422,               0.007422
                   2607,                0.19137,                0.19273,                0.89554,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074211,              0.0074211,              0.0074211
                   2608,                0.20116,                0.18779,                0.89701,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074201,              0.0074201,              0.0074201
                   2609,                0.19424,                0.18517,                0.90743,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074191,              0.0074191,              0.0074191
                   2610,                0.20101,                 0.1866,                0.89709,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074181,              0.0074181,              0.0074181
                   2611,                0.20765,                0.21097,                0.88245,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074171,              0.0074171,              0.0074171
                   2612,                0.21001,                0.18407,                 0.8827,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074161,              0.0074161,              0.0074161
                   2613,                0.20652,                0.18564,                 0.8967,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074151,              0.0074151,              0.0074151
                   2614,                0.19961,                0.18091,                 0.8903,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074141,              0.0074141,              0.0074141
                   2615,                0.20188,                0.17917,                0.89271,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074131,              0.0074131,              0.0074131
                   2616,                 0.1974,                0.18467,                0.87035,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074121,              0.0074121,              0.0074121
                   2617,                0.20777,                0.17877,                 0.8977,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074112,              0.0074112,              0.0074112
                   2618,                0.19944,                 0.1754,                0.88667,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074102,              0.0074102,              0.0074102
                   2619,                0.20042,                0.18568,                0.89593,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074092,              0.0074092,              0.0074092
