                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   5287,                0.14552,                0.15517,                0.87205,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047679,              0.0047679,              0.0047679
                   5288,                0.14885,                 0.1414,                0.88175,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047669,              0.0047669,              0.0047669
                   5289,                0.13881,                 0.1395,                0.86538,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047659,              0.0047659,              0.0047659
                   5290,                0.14125,                0.14255,                0.87751,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047649,              0.0047649,              0.0047649
                   5291,                0.14365,                0.14009,                0.87104,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047639,              0.0047639,              0.0047639
                   5292,                0.14552,                0.17219,                0.87836,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047629,              0.0047629,              0.0047629
                   5293,                0.14421,                0.16871,                0.87186,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047619,              0.0047619,              0.0047619
                   5294,                0.13894,                0.14056,                0.87008,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047609,              0.0047609,              0.0047609
                   5295,                0.13587,                0.13817,                0.86232,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047599,              0.0047599,              0.0047599
                   5296,                 0.1376,                0.13728,                0.87063,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047589,              0.0047589,              0.0047589
                   5297,                0.13719,                0.14272,                0.86407,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004758,               0.004758,               0.004758
                   5298,                0.14215,                0.14434,                0.87418,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004757,               0.004757,               0.004757
                   5299,                0.13574,                0.13924,                   0.88,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004756,               0.004756,               0.004756
                   5300,                0.14494,                 0.1442,                0.87746,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004755,               0.004755,               0.004755
                   5301,                0.13488,                0.13647,                0.87256,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004754,               0.004754,               0.004754
                   5302,                0.13959,                0.13386,                0.88101,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004753,               0.004753,               0.004753
                   5303,                0.14433,                 0.1475,                0.87395,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004752,               0.004752,               0.004752
                   5304,                 0.1454,                0.15053,                0.88156,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004751,               0.004751,               0.004751
                   5305,                0.13779,                0.13993,                0.88007,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00475,                0.00475,                0.00475
                   5306,                0.13605,                 0.1354,                 0.8751,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004749,               0.004749,               0.004749
                   5307,                  0.139,                0.13399,                0.87498,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047481,              0.0047481,              0.0047481
                   5308,                0.13457,                0.13878,                0.86843,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047471,              0.0047471,              0.0047471
                   5309,                0.14426,                0.15193,                0.87632,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047461,              0.0047461,              0.0047461
                   5310,                0.13815,                0.13589,                0.86168,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047451,              0.0047451,              0.0047451
                   5311,                0.12631,                 0.1292,                0.86484,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047441,              0.0047441,              0.0047441
                   5312,                 0.1361,                0.14301,                0.87294,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047431,              0.0047431,              0.0047431
                   5313,                0.14553,                0.13398,                0.85559,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047421,              0.0047421,              0.0047421
                   5314,                0.13133,                0.13404,                0.86453,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047411,              0.0047411,              0.0047411
                   5315,                0.13844,                0.14292,                0.88495,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047401,              0.0047401,              0.0047401
                   5316,                0.14476,                0.13826,                0.87327,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047391,              0.0047391,              0.0047391
                   5317,                0.14002,                0.14551,                0.88017,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047382,              0.0047382,              0.0047382
                   5318,                0.13271,                0.13274,                0.87843,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047372,              0.0047372,              0.0047372
                   5319,                0.14639,                0.14985,                0.86287,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047362,              0.0047362,              0.0047362
                   5320,                0.13991,                 0.1416,                0.86046,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047352,              0.0047352,              0.0047352
                   5321,                0.14328,                0.14983,                0.87297,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047342,              0.0047342,              0.0047342
                   5322,                0.13337,                0.13592,                0.87387,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047332,              0.0047332,              0.0047332
                   5323,                0.13744,                0.14675,                0.86268,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047322,              0.0047322,              0.0047322
                   5324,                0.13265,                0.13196,                0.87109,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047312,              0.0047312,              0.0047312
                   5325,                0.13695,                0.13478,                0.87126,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047302,              0.0047302,              0.0047302
                   5326,                0.14446,                0.15131,                0.88463,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047292,              0.0047292,              0.0047292
                   5327,                0.14422,                0.14908,                0.87078,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047283,              0.0047283,              0.0047283
                   5328,                 0.1301,                0.14331,                0.86248,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047273,              0.0047273,              0.0047273
                   5329,                0.14377,                0.14161,                 0.8722,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047263,              0.0047263,              0.0047263
                   5330,                0.13585,                0.13489,                0.86983,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047253,              0.0047253,              0.0047253
                   5331,                0.13355,                 0.1298,                0.86854,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047243,              0.0047243,              0.0047243
                   5332,                0.13383,                 0.1323,                0.87472,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047233,              0.0047233,              0.0047233
                   5333,                0.13045,                0.13478,                0.86401,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047223,              0.0047223,              0.0047223
                   5334,                  0.133,                0.13703,                0.87501,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047213,              0.0047213,              0.0047213
                   5335,                0.14037,                0.13867,                0.88382,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047203,              0.0047203,              0.0047203
                   5336,                0.13497,                0.13919,                0.86304,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047193,              0.0047193,              0.0047193
                   5337,                0.13827,                0.13986,                0.87143,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047184,              0.0047184,              0.0047184
                   5338,                0.12469,                0.13168,                0.87011,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047174,              0.0047174,              0.0047174
                   5339,                0.12914,                0.12791,                0.86969,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047164,              0.0047164,              0.0047164
                   5340,                0.13595,                0.13332,                 0.8753,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047154,              0.0047154,              0.0047154
                   5341,                0.13696,                0.13897,                0.87611,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047144,              0.0047144,              0.0047144
                   5342,                0.14395,                0.14375,                 0.8681,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047134,              0.0047134,              0.0047134
                   5343,                0.13208,                0.13124,                0.86041,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047124,              0.0047124,              0.0047124
                   5344,                0.14812,                0.14821,                0.86852,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047114,              0.0047114,              0.0047114
                   5345,                0.13333,                 0.1505,                 0.8733,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047104,              0.0047104,              0.0047104
                   5346,                 0.1281,                 0.1273,                0.86012,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047094,              0.0047094,              0.0047094
                   5347,                0.14562,                0.14139,                0.86889,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047085,              0.0047085,              0.0047085
                   5348,                0.13642,                0.13369,                0.87861,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047075,              0.0047075,              0.0047075
                   5349,                0.13964,                0.13432,                 0.8698,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047065,              0.0047065,              0.0047065
                   5350,                0.14262,                0.14167,                0.87079,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047055,              0.0047055,              0.0047055
                   5351,                0.14234,                0.14496,                0.87844,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047045,              0.0047045,              0.0047045
                   5352,                0.14342,                 0.1494,                0.88522,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047035,              0.0047035,              0.0047035
                   5353,                0.14055,                0.15205,                0.87166,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047025,              0.0047025,              0.0047025
                   5354,                0.13292,                0.14062,                0.87866,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047015,              0.0047015,              0.0047015
                   5355,                0.12632,                0.13186,                0.86315,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047005,              0.0047005,              0.0047005
                   5356,                0.14758,                0.14478,                0.87839,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046995,              0.0046995,              0.0046995
                   5357,                 0.1263,                0.12434,                0.86883,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046986,              0.0046986,              0.0046986
                   5358,                0.13181,                0.13884,                0.86855,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046976,              0.0046976,              0.0046976
                   5359,                 0.1411,                0.14138,                0.87218,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046966,              0.0046966,              0.0046966
                   5360,                0.13511,                0.13508,                0.86484,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046956,              0.0046956,              0.0046956
                   5361,                0.15303,                0.14174,                0.87549,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046946,              0.0046946,              0.0046946
                   5362,                0.15572,                0.15044,                0.87335,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046936,              0.0046936,              0.0046936
                   5363,                0.14135,                0.14987,                0.88212,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046926,              0.0046926,              0.0046926
                   5364,                0.13805,                 0.1548,                0.87967,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046916,              0.0046916,              0.0046916
                   5365,                0.14336,                 0.1508,                0.85633,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046906,              0.0046906,              0.0046906
                   5366,                0.13589,                0.14028,                0.87628,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046896,              0.0046896,              0.0046896
                   5367,                0.13866,                0.15357,                 0.8774,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046887,              0.0046887,              0.0046887
                   5368,                0.13602,                0.14806,                0.88007,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046877,              0.0046877,              0.0046877
                   5369,                0.13842,                0.15003,                0.87872,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046867,              0.0046867,              0.0046867
                   5370,                0.13792,                0.14076,                0.88118,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046857,              0.0046857,              0.0046857
                   5371,                0.12984,                0.13799,                0.87026,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046847,              0.0046847,              0.0046847
                   5372,                0.12951,                0.13588,                0.86958,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046837,              0.0046837,              0.0046837
                   5373,                0.12641,                0.13722,                0.86642,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046827,              0.0046827,              0.0046827
                   5374,                 0.1482,                0.15268,                0.87601,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046817,              0.0046817,              0.0046817
                   5375,                0.13756,                0.14073,                  0.872,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046807,              0.0046807,              0.0046807
                   5376,                0.13152,                0.13393,                  0.869,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046797,              0.0046797,              0.0046797
                   5377,                0.13228,                0.13108,                0.86393,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046788,              0.0046788,              0.0046788
                   5378,                0.13355,                0.13489,                0.86862,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046778,              0.0046778,              0.0046778
                   5379,                0.14375,                0.14526,                0.88233,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046768,              0.0046768,              0.0046768
                   5380,                0.14456,                0.14224,                 0.8718,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046758,              0.0046758,              0.0046758
                   5381,                0.13884,                0.14498,                0.87203,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046748,              0.0046748,              0.0046748
                   5382,                0.14037,                0.13851,                0.87824,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046738,              0.0046738,              0.0046738
                   5383,                0.13798,                0.14902,                0.87294,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046728,              0.0046728,              0.0046728
                   5384,                0.14447,                0.13821,                0.87261,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046718,              0.0046718,              0.0046718
                   5385,                0.13714,                0.14142,                0.86769,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046708,              0.0046708,              0.0046708
                   5386,                0.13114,                0.13717,                0.86504,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046698,              0.0046698,              0.0046698
                   5387,                0.14435,                0.14748,                0.88092,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046689,              0.0046689,              0.0046689
                   5388,                0.13864,                0.14681,                0.87319,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046679,              0.0046679,              0.0046679
                   5389,                0.13668,                0.14566,                0.87505,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046669,              0.0046669,              0.0046669
                   5390,                0.13968,                0.13482,                 0.8709,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046659,              0.0046659,              0.0046659
                   5391,                0.14897,                0.15315,                0.88205,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046649,              0.0046649,              0.0046649
                   5392,                0.13627,                0.13687,                 0.8794,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046639,              0.0046639,              0.0046639
                   5393,                0.14885,                0.15253,                0.86411,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046629,              0.0046629,              0.0046629
                   5394,                0.13627,                0.13153,                0.86646,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046619,              0.0046619,              0.0046619
                   5395,                0.13562,                0.12664,                0.86266,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046609,              0.0046609,              0.0046609
                   5396,                0.15119,                0.16944,                0.88669,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046599,              0.0046599,              0.0046599
                   5397,                0.12981,                0.13597,                 0.8646,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004659,               0.004659,               0.004659
                   5398,                0.13844,                0.14469,                0.86721,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004658,               0.004658,               0.004658
                   5399,                0.13561,                0.13545,                 0.8657,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004657,               0.004657,               0.004657
                   5400,                 0.1441,                 0.1507,                0.87386,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004656,               0.004656,               0.004656
                   5401,                 0.1308,                0.13478,                0.87132,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004655,               0.004655,               0.004655
                   5402,                0.13285,                0.12983,                0.88006,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004654,               0.004654,               0.004654
                   5403,                0.13754,                0.13044,                0.88203,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004653,               0.004653,               0.004653
                   5404,                0.12411,                0.12571,                 0.8615,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004652,               0.004652,               0.004652
                   5405,                0.12811,                0.13271,                0.86928,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004651,               0.004651,               0.004651
                   5406,                0.13264,                0.14511,                0.87473,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00465,                0.00465,                0.00465
                   5407,                0.13664,                0.14219,                0.86214,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046491,              0.0046491,              0.0046491
                   5408,                 0.1338,                0.14766,                0.86969,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046481,              0.0046481,              0.0046481
                   5409,                 0.1391,                 0.1318,                0.87782,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046471,              0.0046471,              0.0046471
                   5410,                0.13328,                0.13575,                  0.859,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046461,              0.0046461,              0.0046461
                   5411,                0.14732,                0.15229,                0.88739,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046451,              0.0046451,              0.0046451
                   5412,                0.13417,                0.14265,                0.87195,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046441,              0.0046441,              0.0046441
                   5413,                0.13563,                0.14407,                0.87135,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046431,              0.0046431,              0.0046431
                   5414,                0.14885,                0.15152,                0.88185,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046421,              0.0046421,              0.0046421
                   5415,                0.13272,                0.13096,                0.87012,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046411,              0.0046411,              0.0046411
                   5416,                0.14077,                0.14484,                0.87929,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046401,              0.0046401,              0.0046401
                   5417,                  0.131,                0.14127,                0.86299,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046392,              0.0046392,              0.0046392
                   5418,                0.13321,                0.14874,                0.85652,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046382,              0.0046382,              0.0046382
                   5419,                0.13926,                0.12811,                0.85729,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046372,              0.0046372,              0.0046372
                   5420,                0.15196,                0.15929,                0.87678,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046362,              0.0046362,              0.0046362
